year,month,week_number,inflation_rate,inflation_mom_change
2019,11,21,4.4,-0.39999999999999947
2019,11,22,4.4,-0.39999999999999947
2019,11,23,4.4,-0.39999999999999947
2019,11,24,4.4,-0.39999999999999947
2019,11,25,4.4,-0.39999999999999947
2019,11,26,4.4,-0.39999999999999947
2019,11,27,4.4,-0.39999999999999947
2019,11,28,4.4,-0.39999999999999947
2019,11,29,4.4,-0.39999999999999947
2019,11,30,4.4,-0.39999999999999947
2019,11,31,4.4,-0.39999999999999947
2019,11,32,4.4,-0.39999999999999947
2019,11,33,4.4,-0.39999999999999947
2019,11,34,4.4,-0.39999999999999947
2019,11,35,4.4,-0.39999999999999947
2019,11,36,4.4,-0.39999999999999947
2019,11,37,4.4,-0.39999999999999947
2019,11,38,4.4,-0.39999999999999947
2019,11,39,4.4,-0.39999999999999947
2019,11,40,4.4,-0.39999999999999947
2019,11,41,4.4,-0.39999999999999947
2019,11,42,4.4,-0.39999999999999947
2019,11,43,4.4,-0.39999999999999947
2019,11,44,4.4,-0.39999999999999947
2019,11,45,4.4,-0.39999999999999947
2019,11,46,4.4,-0.39999999999999947
2019,11,47,4.4,-0.39999999999999947
2019,11,48,4.4,-0.39999999999999947
2019,11,49,4.4,-0.39999999999999947
2019,11,50,4.4,-0.39999999999999947
2019,11,51,4.4,-0.39999999999999947
2019,11,52,4.4,-0.39999999999999947
2019,11,53,4.4,-0.39999999999999947
2019,12,1,4.8,0.39999999999999947
2019,12,2,4.8,0.39999999999999947
2019,12,3,4.8,0.39999999999999947
2019,12,4,4.8,0.39999999999999947
2019,12,5,4.8,0.39999999999999947
2019,12,6,4.8,0.39999999999999947
2019,12,7,4.8,0.39999999999999947
2019,12,8,4.8,0.39999999999999947
2019,12,9,4.8,0.39999999999999947
2019,12,10,4.8,0.39999999999999947
2019,12,11,4.8,0.39999999999999947
2019,12,12,4.8,0.39999999999999947
2019,12,13,4.8,0.39999999999999947
2019,12,14,4.8,0.39999999999999947
2019,12,15,4.8,0.39999999999999947
2019,12,16,4.8,0.39999999999999947
2019,12,17,4.8,0.39999999999999947
2019,12,18,4.8,0.39999999999999947
2019,12,19,4.8,0.39999999999999947
2019,12,20,4.8,0.39999999999999947
2019,12,21,4.8,0.39999999999999947
2019,12,22,4.8,0.39999999999999947
2019,12,23,4.8,0.39999999999999947
2019,12,24,4.8,0.39999999999999947
2019,12,25,4.8,0.39999999999999947
2019,12,26,4.8,0.39999999999999947
2019,12,27,4.8,0.39999999999999947
2019,12,28,4.8,0.39999999999999947
2019,12,29,4.8,0.39999999999999947
2019,12,30,4.8,0.39999999999999947
2019,12,31,4.8,0.39999999999999947
2019,12,32,4.8,0.39999999999999947
2019,12,33,4.8,0.39999999999999947
2019,12,34,4.8,0.39999999999999947
2019,12,35,4.8,0.39999999999999947
2019,12,36,4.8,0.39999999999999947
2019,12,37,4.8,0.39999999999999947
2019,12,38,4.8,0.39999999999999947
2019,12,39,4.8,0.39999999999999947
2019,12,40,4.8,0.39999999999999947
2019,12,41,4.8,0.39999999999999947
2019,12,42,4.8,0.39999999999999947
2019,12,43,4.8,0.39999999999999947
2019,12,44,4.8,0.39999999999999947
2019,12,45,4.8,0.39999999999999947
2019,12,46,4.8,0.39999999999999947
2019,12,47,4.8,0.39999999999999947
2019,12,48,4.8,0.39999999999999947
2019,12,49,4.8,0.39999999999999947
2019,12,50,4.8,0.39999999999999947
2019,12,51,4.8,0.39999999999999947
2019,12,52,4.8,0.39999999999999947
2019,12,53,4.8,0.39999999999999947
2020,1,1,5.7,0.9000000000000004
2020,1,2,5.7,0.9000000000000004
2020,1,3,5.7,0.9000000000000004
2020,1,4,5.7,0.9000000000000004
2020,1,5,5.7,0.9000000000000004
2020,1,6,5.7,0.9000000000000004
2020,1,7,5.7,0.9000000000000004
2020,1,8,5.7,0.9000000000000004
2020,1,9,5.7,0.9000000000000004
2020,1,10,5.7,0.9000000000000004
2020,1,11,5.7,0.9000000000000004
2020,1,12,5.7,0.9000000000000004
2020,1,13,5.7,0.9000000000000004
2020,1,14,5.7,0.9000000000000004
2020,1,15,5.7,0.9000000000000004
2020,1,16,5.7,0.9000000000000004
2020,1,17,5.7,0.9000000000000004
2020,1,18,5.7,0.9000000000000004
2020,1,19,5.7,0.9000000000000004
